song, acoustic, dance, energy, inst, loud, speech, valence, tempo, bassmusic, breakbeat, disco, downtempo, dnb, erock, jungle, hardcore, hardstyle, hauntology, hip hop fusion, trap, house, industrial, techno, trance, uk garage
3cPE7yLCgtxiQ0t35jfuXl,0.000314,0.811,0.707,0.889,-11.376,0.045,0.149,124.013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
06sV7v0pvyvTbssfNCUWR7,0.000551,0.601,0.927,0.177,-5.12,0.0417,0.525,126.083,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4tjiMso6FJp1FTlZKOaqqX,0.0191,0.621,0.934,0.69,-5.062,0.0397,0.557,124.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5yNHdMA27nhu4vU2mRtXF0,0.0286,0.878,0.918,0.00267,-5.222,0.0662,0.83,126.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6TKfUcycoUsmVPPmow9UVl,0.000201,0.75,0.853,0.0553,-5.484,0.161,0.317,128.024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0tlztRFDgCSnAbUxllcZJJ,0.187,0.782,0.748,0.917,-8.843,0.0498,0.216,131.998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6GJoytv9I4LIx1vc4H58M1,0.00113,0.792,0.935,0.838,-8.263,0.0424,0.963,125.005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3TXU98VC2CgMeZlrUJNNB8,0.0019,0.638,0.921,0.722,-6.284,0.0328,0.471,124.994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6OPf7G2HY8YRoCWHKy2CTy,0.000429,0.763,0.995,0.891,-8.257,0.0511,0.508,130.002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6HBY9XZasGf1uLp6jQtYCO,0.0267,0.668,0.729,0.838,-8.952,0.0494,0.326,123.008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7DLxRocVGAXVaq63ZuuIby,0.0458,0.838,0.587,0.19,-4.587,0.0386,0.423,129.972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2eTrRa2W45LIN8BLEsGYsH,0.00229,0.723,0.839,0.129,-8.744,0.175,0.741,124.004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0d3VAot2NOkRFhxc98nrKj,0.168,0.793,0.595,0.903,-12.147,0.079,0.21,124.979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5zLVJErfsLzgmvJyR9ojBD,0.04,0.733,0.609,0.00451,-9.426,0.0382,0.177,125.991,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3nyYXZpxyzgYd5Nlo80lgs,0.000128,0.807,0.744,0.89,-9.809,0.0511,0.162,125.003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58cSF5Hp2cib67QVwExSbu,0.00629,0.796,0.894,0.741,-7.547,0.0813,0.56,125.028,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4oPRbl21srYBygZSzHpD0A,0.00155,0.862,0.922,0.0722,-4.782,0.0813,0.353,123.959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2rnp47aERCVpURsFl399Bg,0.00196,0.783,0.841,0.876,-8.708,0.0586,0.508,128.026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37qV9lhTq40KXUoPLXfGZ6,0.021,0.809,0.926,0.152,-8.778,0.139,0.467,127.024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4gtXFNAT73fwZlLlrehHgF,0.00183,0.788,0.815,0.0134,-9.437,0.0527,0.935,128.001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5mf3p8pyhLHoS4EWeD354I,5.31e-05,0.546,0.919,0.178,-5.467,0.0568,0.383,99.972,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3ncucOcYMOd7VQ1jyAA6BU,0.00143,0.464,0.92,0.114,-5.673,0.0432,0.266,91.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5guQjkjzpIMpX81VAZTHNy,0.000144,0.582,0.692,0.873,-5.542,0.0564,0.282,95.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1T8IRUJBga0JXioJZvxjBR,5.54e-05,0.521,0.895,0.349,-5.242,0.0442,0.237,120.117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7fBy8RKySzM04XrtYm2SJc,3.68e-05,0.6,0.833,0.805,-3.736,0.0402,0.16,118.023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3rx6ENPfEGYiQVPP1jsVtx,0.000223,0.572,0.838,1.03e-05,-4.93,0.0394,0.345,107.004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1u9wZPcZ72MtBdmsmh0FdT,4.66e-05,0.546,0.882,0.074,-5.492,0.0331,0.277,95.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5kfpeoBEHHmIeVYATl6khw,8.53e-05,0.622,0.812,0.717,-7.339,0.0324,0.0556,121.982,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1nqqyTJOBRPO5fRuOXoxKW,3.53e-05,0.49,0.977,0.47,-4.788,0.119,0.286,129.981,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1NGBpjIrZIe0RagRFmyXfg,0.000699,0.64,0.947,0.327,-7.267,0.0951,0.204,126.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5qR6Na1PE0Q2s0i2nkvmER,0.00038,0.547,0.949,0.177,-6.244,0.0546,0.169,119.991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0VB4kn8Xjtq5Osxqm57Upt,0.000425,0.584,0.692,0.0112,-8.247,0.0611,0.264,95.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2tlFPMw7kaRe0UL42iXhC7,0.00229,0.498,0.903,0.763,-3.521,0.0442,0.254,95.058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0VrXpPSNlwKep3otvmw9iX,0.0125,0.51,0.709,0.869,-7.86,0.0598,0.267,120.633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1UxhZwFgV4t8OSBWORCBMG,1.2e-05,0.385,0.92,0.535,-5.263,0.0662,0.194,74.979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3ZJksw8qj1f0beS3RHm8I3,0.000105,0.476,0.795,0.0271,-7.873,0.0791,0.366,77.457,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2jZ2QlX1rGgdMSnjSbM2SC,0.000395,0.505,0.954,0.00745,-4.276,0.033,0.616,149.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4nb2nUKvsp28TKE9NSjsrW,0.0176,0.581,0.685,0.0778,-5.277,0.0403,0.24,124.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5jFoxzpYeDOzLpjsNbrn9m,7.4e-05,0.426,0.98,0.00129,-1.752,0.0885,0.193,175.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59xf0j7TD8NOsY4gmS2UcZ,5.72e-06,0.523,0.988,0.0078,-4.658,0.0697,0.173,125.986,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0zMXMRSvsp1rUR6b2OQzM8,0.00086,0.594,0.925,0.00259,-3.373,0.0593,0.831,137.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4fFGvYEG72Y3Imc1vKb8Yf,0.00074,0.587,0.923,0.000172,-4.205,0.189,0.571,134.051,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4kF5GADt85FeD8Y26RRyLY,0.000282,0.546,0.916,0.0382,-6.737,0.0401,0.411,119.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0jXfVK691dITawcnze17h2,0.001,0.634,0.871,0.000188,-5.37,0.0507,0.688,132.038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6S4Q0HDqHDsdcmfFNvyc8y,0.00577,0.628,0.95,0.483,-6.367,0.0652,0.249,105.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0oMC1XzzCa9IGFXMiUp9WW,0.000232,0.471,0.816,0.1,-9.446,0.0375,0.246,140.032,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5bU4KX47KqtDKKaLM4QCzh,0.00169,0.657,0.96,0.000997,-3.524,0.07,0.567,126.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6lMYWulkz9tC1OR9xHiE9Q,0.000153,0.437,0.776,0.816,-9.259,0.0348,0.193,140.021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0Y9Vvicrw9zj40jtEK4tRL,0.0227,0.531,0.378,0.886,-12.876,0.0408,0.0732,98.423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3Zp8royiKaLLhyLy68msyS,0.000126,0.556,0.939,0.0146,-4.56,0.086,0.307,134.987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3bPM4JJvL7VwcnMh9Yl2Oz,8.57e-05,0.412,0.977,0.000156,-6.063,0.0717,0.421,154.918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11uHy5357PCMtPosATQtJr,0.00118,0.536,0.592,0.0224,-9.145,0.0295,0.0549,100.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4D1ucjSLckZ74e0rUfdFMg,1.75e-05,0.283,0.869,0.665,-6.486,0.0503,0.233,189.841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7brFX4c6J3FbsHuIEw2uHi,0.000287,0.622,0.768,0.287,-8.479,0.0439,0.039,120.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13VbFEZvg3etUT8vz4YIhI,0.0663,0.584,0.913,0.0918,-3.83,0.041,0.613,100.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3l59WwONGVW1OIEVqxr5Li,2.3e-06,0.514,0.926,0.857,-6.579,0.0349,0.173,129.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0qGbzBx02qt7MwtAgNjRDj,3.48e-05,0.48,0.986,0.202,-6.466,0.0686,0.535,155.644,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3Ka3b6jgY9XH6SrcUzOCjn,3.06e-05,0.413,0.922,0.236,-5.569,0.112,0.304,196.033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1E1UzXUJfTFSTZfYpJohIv,0.000531,0.413,0.987,0.0701,-4.092,0.0916,0.11,178.944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4KTgD62vgozCfk2Inbo9fm,0.000348,0.566,0.886,0,-3.63,0.0902,0.619,130.066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3U3DKA3ou2kJdurTeXDVTz,1.79e-05,0.52,0.914,0.00659,-6.221,0.0492,0.424,145.025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6zK40BRKipYTivAePTIxmd,0.000779,0.653,0.817,0.00165,-5.728,0.0406,0.423,119.958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3rz3sJDO0t0sTqaN2cAood,6.43e-05,0.425,0.94,0.0051,-5.161,0.106,0.52,194.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6Nm8h73ycDG2saCnZV8poF,8.74e-05,0.591,0.963,0.000107,-6.489,0.0531,0.609,125.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6DRhWAXh1pRkbaBJ4WbXLh,0,0.402,0.925,0.876,-4.107,0.0837,0.186,126.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4J2aPhC2ODvSURePYP5DqE,2.04e-05,0.512,0.796,0.76,-7.495,0.0358,0.228,125.121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2FcrIQ9A3i6KO2ntF5Yfsu,0.00911,0.551,0.714,5.3e-05,-5.691,0.0383,0.0517,84.959,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7j43FohbLVulScL7S9sQZk,0.000757,0.681,0.912,0.00136,-4.159,0.0912,0.479,125.031,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7k2SHJ8HKjjW3sZcDj2eAz,0.0234,0.571,0.985,2.08e-05,-2.051,0.0848,0.425,95.003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22YDeLoN7Oe4t6OKKOLRz2,1.11e-05,0.493,0.852,0.893,-5.675,0.0393,0.163,96.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5C5RpCYrAcY5bXXWnlR8mS,2.69e-05,0.38,0.996,0.669,-4.54,0.153,0.126,160.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0PAR95bj6egxPtdzMkgFEU,1.03e-05,0.521,0.929,0.00492,-6.135,0.05,0.45,104.004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64hRpVVHwn3EXx20zjtXlH,2.54e-05,0.506,0.88,0.00127,-6.156,0.0374,0.034,130.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1YVuJrfHHmD4ilULhAVqPW,5.49e-05,0.548,0.954,0.000137,-4.008,0.0806,0.488,130.086,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3YlXqeGh10AADlm9tt7bbK,8.44e-06,0.483,0.959,0.222,-5.436,0.109,0.159,101.054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6uOzYMGucTA0MAFwS2FNB2,8.69e-05,0.551,0.982,0.00038,-5.208,0.0898,0.491,138.064,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2gYCaUsqrnBOt7DymQCY6d,0.00033,0.548,0.924,1.42e-05,-4.48,0.0689,0.242,124.031,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1D3oQLA2xghgE1agGmDlPT,0.00404,0.652,0.894,0.00381,-5.145,0.0409,0.76,132.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0JO8ZD69eDoSl2NaOZgZTc,0.00177,0.486,0.975,1.51e-05,-4.016,0.11,0.131,105.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0Vcpo9El50PNNbZXfKbNti,1.42e-05,0.539,0.982,0.462,-4.495,0.0592,0.145,132.984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4YhqUU66bIqBapat2XD1Cg,5.12e-05,0.646,0.905,0.856,-9.456,0.0414,0.579,129.084,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5h9qNlgw6jkdpfZSDH1hMh,0.000313,0.517,0.734,0.849,-10.535,0.0302,0.0354,115.998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52ifDA7LHZwLFWnMDkibQv,0.000169,0.484,0.948,0,-3.825,0.103,0.314,107.611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5iwwHtW8mghDtFh42V4ZyR,0.000172,0.646,0.906,0,-3.848,0.0449,0.625,125.944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3GwzYHGrRn7wMfRtvbjg2U,3.1e-05,0.44,0.975,0.17,-5.619,0.0803,0.125,84.037,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3d3k8g4GTVx9EFIFlOZOEX,0.00108,0.545,0.942,0.0246,-4.283,0.0417,0.365,165.066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2yY4ojg6wfEFBGVZoJuXqK,0.00162,0.533,0.977,0,-1.547,0.113,0.541,147.814,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5SSgOEhCl3C20ioDkt96fr,0.0012,0.538,0.91,0.0931,-5.84,0.0385,0.242,110.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2evoS3lDuKhiTACNU8T3ny,5.65e-05,0.439,0.97,0.00249,-4.266,0.058,0.483,145.062,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1vZ4lU7xoh6O9qu8o6gCK6,0.000324,0.533,0.791,0.671,-6.11,0.0449,0.181,112.055,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2Ad7XA54Jw0YyBF5rjiFyl,0.0278,0.512,0.84,0.142,-6.817,0.0464,0.0589,134.466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0cSd01K5jeFTDLSrD95dEb,0.11,0.392,0.929,3.51e-05,-3.635,0.442,0.294,170.313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6jc5gHCmrZW1XLcRM3wFlC,0.00214,0.479,0.588,0.709,-10.773,0.0339,0.305,177.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4ibsb2epoSHZzDCeoZEluQ,0.000133,0.504,0.941,0.048,-5.796,0.0514,0.698,134.918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1hNE737dkYD9ZM1J8H9chv,0.000358,0.67,0.755,0.244,-7.416,0.031,0.813,111.984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1h4QGHo9jTntOiK5A61dzP,6.05e-05,0.236,0.903,0.154,-3.02,0.18,0.395,184.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5YeQoMo5py82YmqXMTjM5S,3.69e-05,0.574,0.943,0.0317,-5.238,0.0769,0.72,112.009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4GtKwWPKlVWrhmCmOGFb51,0.00153,0.533,0.96,0.00244,-3.918,0.122,0.134,135.797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6hvBZMTNAJTCei1BxEATzK,0.00645,0.391,0.94,0.548,-4.86,0.0795,0.116,170.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7sOtLB5pwbLOa74X8g8BjK,0.00191,0.556,0.955,0.000221,-6.336,0.0487,0.386,134.987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1d3iQh4fTm5D6iRtgrZPZ9,0.000196,0.626,0.974,0.667,-5.31,0.0585,0.458,128.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6gcFq5UOdNa8LzTRd4lldD,0.000215,0.7,0.937,0,-3.413,0.0357,0.628,129.985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2JUo8iX8FC05xd9GEpw9BI,0.00173,0.566,0.939,0.0075,-6.289,0.0862,0.346,100.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0VTDOr2TTKXeTAeXTfSLQH,6.65e-05,0.542,0.994,6.74e-05,-4.029,0.0523,0.687,118.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3NDXaUSkdIu36ORI7TpB7J,1.14e-06,0.345,0.842,0.743,-7.823,0.0419,0.168,143.986,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0nuPTlaHKknCMqwkiIgqSf,4.97e-05,0.563,0.951,0.00204,-5.04,0.107,0.334,103.004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5hUXk4avvJ7a1vjbsS0Kiq,8.43e-05,0.472,0.851,0.0137,-5.503,0.045,0.397,130.181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0HzbDl381rdXtSOaJk20eH,2.61e-05,0.509,0.904,0.716,-3.686,0.0579,0.611,141.949,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
00YeAWckFwAyrvzvHlYMOk,9.6e-06,0.463,0.965,0.000347,-5.063,0.0734,0.296,92.995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43zzNBaOzTuSraWzROV5AG,0.0302,0.649,0.929,0.77,-13.082,0.0439,0.517,131.711,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0BX3ysoHJvxmLEhPMAfb2z,4.33e-06,0.541,0.91,0.597,-5.114,0.0529,0.397,125.076,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6O7pihLJgeqxUnG7u9oYL2,0.000393,0.557,0.978,4.42e-06,-3.965,0.0493,0.499,149.887,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6N09DiGe5l8xB8YfCSn2Gx,2.08e-05,0.497,0.909,0.578,-11.786,0.0802,0.125,139.915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4qjvr0qMFUo26SxwC4VygS,0.00358,0.693,0.871,2.01e-05,-3.389,0.0844,0.533,111.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0HSVba6oa1QdUkco67C3e3,0.00655,0.693,0.979,0.291,-5.101,0.0913,0.653,149.099,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1mTCbTpcM1nKkH0wGf70Zq,0.000304,0.638,0.912,0.00912,-5.229,0.0682,0.725,138.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
010zNby24HBoMyMZClgViJ,0.000206,0.543,0.937,0.0301,-4.608,0.073,0.626,124.056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1SruLf1FO8Aihdgfhgxyr9,0.000594,0.472,0.953,0.0221,-6.674,0.0906,0.224,80.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
488SDLKT79YUhmwlb8uDSp,0.000184,0.49,0.949,0.000999,-4.433,0.0767,0.328,139.978,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2aIB1CdRRG7YLBu9hNw9nR,0.000779,0.621,0.834,0.456,-10.068,0.0557,0.937,143.973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46XykrGmCyHaw4ZpEF8PnX,0.0259,0.737,0.929,0.885,-4.196,0.0761,0.304,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0M07XMvl0ylY9VVt69LsJu,0.000315,0.652,0.859,0.908,-7.757,0.0519,0.0348,129.984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5weOq4YmiAgStu1cmSZQuB,0.00116,0.798,0.87,0.83,-6.337,0.0818,0.276,129.999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29IGa4pfhldMYeYlbUJeiF,0.003,0.614,0.938,0.823,-6.281,0.0433,0.235,130.016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0OW70Ztlpc18jSTgdhQBEq,0.000632,0.698,0.847,0.865,-6.74,0.0542,0.0389,128.992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0KsmW0uvjP3c4s7Lno18bm,0.0605,0.777,0.691,0.883,-6.097,0.0419,0.0391,131.013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3T6NtWjH6klzhSsAGROlqY,0.000703,0.704,0.766,0.903,-8.238,0.0571,0.0646,133.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3Wf6hVbr3YWCWt9py5OzDy,0.00774,0.727,0.932,0.83,-5.247,0.098,0.157,132.991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34ne8DjjVzC1BoO5CAho0a,0.0203,0.784,0.653,0.894,-11.758,0.101,0.0754,136.005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1oitDP02bYLiWJTO1Z2aGC,0.00131,0.585,0.969,0.844,-5.58,0.0587,0.138,131.987,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2LQhGTl2rtQ9R4Ppdp1HyH,0.00391,0.676,0.967,0.494,-7.255,0.0683,0.386,131.997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4hl7Fu604rMlt4viCJmSN9,0.0215,0.693,0.867,0.876,-10.746,0.0447,0.299,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2LLdVCJACl8QsY9tLPLrxp,0.00725,0.796,0.855,0.925,-8.127,0.0693,0.339,128.018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4KtFLus8yM9ieUoe3Mx6SY,0.00166,0.753,0.83,0.86,-7.252,0.0664,0.239,128.026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6OGBuLWtrwrO08Kx3AcvNp,0.0087,0.632,0.932,0.899,-8.122,0.0609,0.0773,128.025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1259ck9dunNemJg343Qt0w,0.000634,0.809,0.828,0.42,-5.762,0.0583,0.0381,128.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3NqUxlTEqHzM2gaLcUvoTG,3.35e-05,0.71,0.946,0.875,-7.853,0.0515,0.0721,130.011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44uK6MFWwtjGVAHVnsI59n,0.00463,0.743,0.932,0.898,-8.182,0.0403,0.129,130.007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1o9VJSwuiMaTSbhOn3gEzx,0.0125,0.617,0.835,0.823,-7.842,0.0563,0.189,131.943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2jv1I7mLxwhkcO7acO4vGO,0.0615,0.733,0.949,0.88,-7.427,0.0657,0.387,131.998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3zvMcYFoa44U3Gb4o4o753,5.66e-05,0.79,0.987,0.894,-4.546,0.0333,0.416,132.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6GwHqZ8aM58nTcGzulYmsm,0.000542,0.652,0.856,0.915,-7.86,0.0418,0.0857,132.012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5uGAsQOyfMih2F9Zk8TkYH,0.0597,0.765,0.94,0.932,-9.784,0.0605,0.0528,135.009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3gaWoB5GEzUgCGOM2HIw5b,0.00665,0.784,0.838,0.893,-9.857,0.0577,0.213,135.985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6phXaP28ZIrCuAfBKSnSpc,7.31e-06,0.416,0.757,0.918,-11.098,0.0395,0.0362,138.006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
09OONn3fkGVUCPjPTG7Xyp,0.000488,0.717,0.955,0.84,-9.309,0.0527,0.651,139.995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3hkvpd1L1Cmf1ZvmSqXbZU,0.0204,0.651,0.833,0.817,-9.028,0.0625,0.493,135.996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5UWlHCUy09ojLqdpV0tlbt,0.00648,0.75,0.848,0.416,-7.441,0.0461,0.0751,135.003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54wiylSmLewMlot1VkeAVa,0.152,0.773,0.738,0.38,-10.722,0.154,0.0354,133.975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5I18136LcxEO2AfS5x5KIJ,6.93e-05,0.647,0.803,0.877,-10.893,0.0439,0.119,131.993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5iFx62onp7Jnz9TeTuFs0Q,0.0075,0.707,0.56,0.69,-9.137,0.0464,0.0679,133.005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
